"","CSN","STATE","NAME","GEO_ID","LocalTax","MedianIncome","Area_Code","St","Cnty","St_Name","Annual_Average_Establishment_Count","Annual_Average_Employment","Annual_Total_Wages","Annual_Average_Weekly_Wage","Annual_Average_Pay","Total_Wage_Location_Quotient_Relative_to_US","Employment_Location_Quotient_Relative_to_US","LAUS Code","State FIPS Code","County FIPS Code","STATE_GEO_ID","Year","Labor Force","Employed","Unemployed","Unemployment Rate","StateTax","StateMeanLocalTax","StateCombinedMeanTax","Geo Id","Ton-miles (millions)","Coefficient of variation for Ton-miles","Tons (thousands)","Tons (percent change)","Standard error for Tons (percent change)","Coefficient of variation for Tons","Value ($ million)","Value (percent change)","Standard error for Value (percent change)","Coefficient of variation for Value","2007 Tons (thousands)","2007 Coefficient of variation for Tons","2007 Value ($ million)","2007 Coefficient of variation for Value"
"2333","Dillon County South Carolina","South Carolina","Dillon County","0500000US45033",1.103,NA,"45033","45","033","South Carolina",480,8850,288354036,627,32582,101,101,"CN4503300000000","45","033","Dillon County, SC","2019",13029,12496,533,4.1,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2334","Dorchester County South Carolina","South Carolina","Dorchester County","0500000US45035",1.097,"31104","45035","45","035","South Carolina",2348,35925,1363045963,730,37942,101,101,"CN4503500000000","45","035","Dorchester County, SC","2019",78453,76502,1951,2.5,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2335","Edgefield County South Carolina","South Carolina","Edgefield County","0500000US45037",1.18,NA,"45037","45","037","South Carolina",347,5442,211217642,746,38814,101,101,"CN4503700000000","45","037","Edgefield County, SC","2019",10753,10452,301,2.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2336","Fairfield County South Carolina","South Carolina","Fairfield County","0500000US45039",1.185,NA,"45039","45","039","South Carolina",346,5890,292014221,953,49574,101,101,"CN4503900000000","45","039","Fairfield County, SC","2019",9619,9192,427,4.4,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2337","Florence County South Carolina","South Carolina","Florence County","0500000US45041",1.112,"26308","45041","45","041","South Carolina",3189,64771,2538836295,754,39197,101,101,"CN4504100000000","45","041","Florence County, SC","2019",67211,65235,1976,2.9,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2338","Georgetown County South Carolina","South Carolina","Georgetown County","0500000US45043",1.168,NA,"45043","45","043","South Carolina",1849,23836,937750753,757,39341,101,101,"CN4504300000000","45","043","Georgetown County, SC","2019",25790,24820,970,3.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2339","Greenville County South Carolina","South Carolina","Greenville County","0500000US45045",1.153,"30322","45045","45","045","South Carolina",14490,275231,13226426896,924,48056,101,101,"CN4504500000000","45","045","Greenville County, SC","2019",255903,249678,6225,2.4,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2340","Greenwood County South Carolina","South Carolina","Greenwood County","0500000US45047",1.15,"22411","45047","45","047","South Carolina",1402,28687,1156515778,775,40315,101,101,"CN4504700000000","45","047","Greenwood County, SC","2019",31377,30397,980,3.1,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2341","Hampton County South Carolina","South Carolina","Hampton County","0500000US45049",1.057,NA,"45049","45","049","South Carolina",379,4684,190801454,783,40735,101,101,"CN4504900000000","45","049","Hampton County, SC","2019",8416,8187,229,2.7,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2342","Horry County South Carolina","South Carolina","Horry County","0500000US45051",1.091,"25013","45051","45","051","South Carolina",9147,131240,4392682872,644,33471,101,101,"CN4505100000000","45","051","Horry County, SC","2019",148573,143234,5339,3.6,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2343","Jasper County South Carolina","South Carolina","Jasper County","0500000US45053",1.201,NA,"45053","45","053","South Carolina",702,9836,358967272,702,36494,101,101,"CN4505300000000","45","053","Jasper County, SC","2019",12685,12363,322,2.5,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2344","Kershaw County South Carolina","South Carolina","Kershaw County","0500000US45055",1.077,"25494","45055","45","055","South Carolina",1232,17393,655810755,725,37706,101,101,"CN4505500000000","45","055","Kershaw County, SC","2019",29291,28425,866,3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2345","Lancaster County South Carolina","South Carolina","Lancaster County","0500000US45057",1.132,"27203","45057","45","057","South Carolina",1301,24918,1207889305,932,48475,101,101,"CN4505700000000","45","057","Lancaster County, SC","2019",41340,39956,1384,3.3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2346","Laurens County South Carolina","South Carolina","Laurens County","0500000US45059",1.225,"22174","45059","45","059","South Carolina",862,22515,909516790,777,40396,101,101,"CN4505900000000","45","059","Laurens County, SC","2019",30313,29410,903,3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2347","Lee County South Carolina","South Carolina","Lee County","0500000US45061",1.146,NA,"45061","45","061","South Carolina",280,3725,135318738,699,36330,101,101,"CN4506100000000","45","061","Lee County, SC","2019",6618,6352,266,4,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2348","Lexington County South Carolina","South Carolina","Lexington County","0500000US45063",1.11,"31498","45063","45","063","South Carolina",6778,119766,5010513482,805,41836,101,101,"CN4506300000000","45","063","Lexington County, SC","2019",150160,146650,3510,2.3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2349","McCormick County South Carolina","South Carolina","McCormick County","0500000US45065",1.135,NA,"45065","45","065","South Carolina",133,1753,62064885,681,35402,101,101,"CN4506500000000","45","065","McCormick County, SC","2019",3389,3285,104,3.1,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2350","Marion County South Carolina","South Carolina","Marion County","0500000US45067",1.11,NA,"45067","45","067","South Carolina",513,6904,219998543,613,31865,101,101,"CN4506700000000","45","067","Marion County, SC","2019",13045,12481,564,4.3,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2351","Marlboro County South Carolina","South Carolina","Marlboro County","0500000US45069",1.074,NA,"45069","45","069","South Carolina",348,6838,298406654,839,43641,101,101,"CN4506900000000","45","069","Marlboro County, SC","2019",9183,8739,444,4.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2352","Newberry County South Carolina","South Carolina","Newberry County","0500000US45071",1.146,NA,"45071","45","071","South Carolina",791,14552,544782479,720,37436,101,101,"CN4507100000000","45","071","Newberry County, SC","2019",19223,18709,514,2.7,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2353","Oconee County South Carolina","South Carolina","Oconee County","0500000US45073",1.089,"25860","45073","45","073","South Carolina",1611,24242,1144621120,908,47217,101,101,"CN4507300000000","45","073","Oconee County, SC","2019",35039,34068,971,2.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2354","Orangeburg County South Carolina","South Carolina","Orangeburg County","0500000US45075",1.159,"19696","45075","45","075","South Carolina",1667,28478,1111246637,750,39021,101,101,"CN4507500000000","45","075","Orangeburg County, SC","2019",34842,33187,1655,4.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2355","Pickens County South Carolina","South Carolina","Pickens County","0500000US45077",1.162,"22257","45077","45","077","South Carolina",2236,36637,1464953519,769,39986,101,101,"CN4507700000000","45","077","Pickens County, SC","2019",57667,56063,1604,2.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2356","Richland County South Carolina","South Carolina","Richland County","0500000US45079",1.124,"27203","45079","45","079","South Carolina",10294,223016,10553779812,910,47323,101,101,"CN4507900000000","45","079","Richland County, SC","2019",198948,193369,5579,2.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2357","Saluda County South Carolina","South Carolina","Saluda County","0500000US45081",1.066,NA,"45081","45","081","South Carolina",272,4662,149141682,615,31990,101,101,"CN4508100000000","45","081","Saluda County, SC","2019",8928,8690,238,2.7,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2358","Spartanburg County South Carolina","South Carolina","Spartanburg County","0500000US45083",1.172,"26961","45083","45","083","South Carolina",6381,141952,6565991918,890,46255,101,101,"CN4508300000000","45","083","Spartanburg County, SC","2019",153496,149576,3920,2.6,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2359","Sumter County South Carolina","South Carolina","Sumter County","0500000US45085",1.098,"24608","45085","45","085","South Carolina",2028,37783,1452076167,739,38432,101,101,"CN4508500000000","45","085","Sumter County, SC","2019",43727,42254,1473,3.4,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2360","Union County South Carolina","South Carolina","Union County","0500000US45087",1.123,NA,"45087","45","087","South Carolina",441,7942,305561839,740,38476,101,101,"CN4508700000000","45","087","Union County, SC","2019",11681,11275,406,3.5,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2361","Williamsburg County South Carolina","South Carolina","Williamsburg County","0500000US45089",1.139,NA,"45089","45","089","South Carolina",585,9168,352357729,739,38434,101,101,"CN4508900000000","45","089","Williamsburg County, SC","2019",12093,11542,551,4.6,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2362","York County South Carolina","South Carolina","York County","0500000US45091",1.098,"31589","45091","45","091","South Carolina",5940,95839,4384171393,880,45745,101,101,"CN4509100000000","45","091","York County, SC","2019",140458,136587,3871,2.8,6,1.13,7.13,"0400000US45",3708,8.9,5104,26.4,25.7,12.7,22240,75,48.1,24.6,4038,15.9,12707,12.2
"2363","Aurora County South Dakota","South Dakota","Aurora County","0500000US46003",1.842,NA,"46003","46","003","South Dakota",105,946,31350476,638,33155,101,101,"CN4600300000000","46","003","Aurora County, SD","2019",1527,1485,42,2.8,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2364","Beadle County South Dakota","South Dakota","Beadle County","0500000US46005",1.742,NA,"46005","46","005","South Dakota",669,8660,350116533,778,40431,101,101,"CN4600500000000","46","005","Beadle County, SD","2019",9618,9315,303,3.2,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2365","Bennett County South Dakota","South Dakota","Bennett County","0500000US46007",1.844,NA,"46007","46","007","South Dakota",93,839,28087437,644,33471,101,101,"CN4600700000000","46","007","Bennett County, SD","2019",1091,1032,59,5.4,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2366","Bon Homme County South Dakota","South Dakota","Bon Homme County","0500000US46009",1.904,NA,"46009","46","009","South Dakota",213,1723,59606743,665,34590,101,101,"CN4600900000000","46","009","Bon Homme County, SD","2019",2870,2779,91,3.2,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2367","Brookings County South Dakota","South Dakota","Brookings County","0500000US46011",1.818,NA,"46011","46","011","South Dakota",1075,18635,814587461,841,43712,101,101,"CN4601100000000","46","011","Brookings County, SD","2019",19138,18511,627,3.3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2368","Brown County South Dakota","South Dakota","Brown County","0500000US46013",1.839,NA,"46013","46","013","South Dakota",1476,20649,885967848,825,42906,101,101,"CN4601300000000","46","013","Brown County, SD","2019",20795,20152,643,3.1,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2369","Brule County South Dakota","South Dakota","Brule County","0500000US46015",1.922,NA,"46015","46","015","South Dakota",271,1939,62697146,622,32338,101,101,"CN4601500000000","46","015","Brule County, SD","2019",2451,2375,76,3.1,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2370","Buffalo County South Dakota","South Dakota","Buffalo County","0500000US46017",1.695,NA,"46017","46","017","South Dakota",30,520,20584770,762,39618,101,101,"CN4601700000000","46","017","Buffalo County, SD","2019",683,638,45,6.6,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2371","Butte County South Dakota","South Dakota","Butte County","0500000US46019",1.848,NA,"46019","46","019","South Dakota",396,2876,96663888,646,33615,101,101,"CN4601900000000","46","019","Butte County, SD","2019",5044,4873,171,3.4,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2372","Charles Mix County South Dakota","South Dakota","Charles Mix County","0500000US46023",1.867,NA,"46023","46","023","South Dakota",347,3409,117217253,661,34380,101,101,"CN4602300000000","46","023","Charles Mix County, SD","2019",3763,3622,141,3.7,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2373","Clark County South Dakota","South Dakota","Clark County","0500000US46025",1.814,NA,"46025","46","025","South Dakota",173,1034,33239183,618,32138,101,101,"CN4602500000000","46","025","Clark County, SD","2019",1913,1836,77,4,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2374","Clay County South Dakota","South Dakota","Clay County","0500000US46027",1.909,NA,"46027","46","027","South Dakota",395,5978,224898169,723,37621,101,101,"CN4602700000000","46","027","Clay County, SD","2019",7432,7184,248,3.3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2375","Codington County South Dakota","South Dakota","Codington County","0500000US46029",1.772,NA,"46029","46","029","South Dakota",1220,16058,646719633,774,40273,101,101,"CN4602900000000","46","029","Codington County, SD","2019",15518,15028,490,3.2,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2376","Corson County South Dakota","South Dakota","Corson County","0500000US46031",1.828,NA,"46031","46","031","South Dakota",67,828,31974502,743,38620,101,101,"CN4603100000000","46","031","Corson County, SD","2019",1368,1289,79,5.8,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2377","Custer County South Dakota","South Dakota","Custer County","0500000US46033",1.777,NA,"46033","46","033","South Dakota",350,2434,84013727,664,34516,101,101,"CN4603300000000","46","033","Custer County, SD","2019",4009,3831,178,4.4,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2378","Davison County South Dakota","South Dakota","Davison County","0500000US46035",1.92,NA,"46035","46","035","South Dakota",812,12159,492989869,780,40545,101,101,"CN4603500000000","46","035","Davison County, SD","2019",11103,10778,325,2.9,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2379","Day County South Dakota","South Dakota","Day County","0500000US46037",1.648,NA,"46037","46","037","South Dakota",241,1898,63815930,647,33632,101,101,"CN4603700000000","46","037","Day County, SD","2019",2763,2637,126,4.6,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2380","Deuel County South Dakota","South Dakota","Deuel County","0500000US46039",1.846,NA,"46039","46","039","South Dakota",177,1317,53946747,788,40967,101,101,"CN4603900000000","46","039","Deuel County, SD","2019",2172,2067,105,4.8,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2381","Dewey County South Dakota","South Dakota","Dewey County","0500000US46041",1.854,NA,"46041","46","041","South Dakota",141,2156,86721682,773,40216,101,101,"CN4604100000000","46","041","Dewey County, SD","2019",2228,2044,184,8.3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2382","Douglas County South Dakota","South Dakota","Douglas County","0500000US46043",1.949,NA,"46043","46","043","South Dakota",128,1060,37114498,673,35005,101,101,"CN4604300000000","46","043","Douglas County, SD","2019",1584,1539,45,2.8,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2383","Edmunds County South Dakota","South Dakota","Edmunds County","0500000US46045",1.785,NA,"46045","46","045","South Dakota",177,1159,44927155,746,38775,101,101,"CN4604500000000","46","045","Edmunds County, SD","2019",2041,1980,61,3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2384","Fall River County South Dakota","South Dakota","Fall River County","0500000US46047",1.952,NA,"46047","46","047","South Dakota",300,2474,92714004,721,37470,101,101,"CN4604700000000","46","047","Fall River County, SD","2019",2992,2864,128,4.3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2385","Faulk County South Dakota","South Dakota","Faulk County","0500000US46049",1.879,NA,"46049","46","049","South Dakota",103,621,21013849,651,33843,101,101,"CN4604900000000","46","049","Faulk County, SD","2019",1058,1023,35,3.3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2386","Grant County South Dakota","South Dakota","Grant County","0500000US46051",1.863,NA,"46051","46","051","South Dakota",360,3834,156720583,786,40881,101,101,"CN4605100000000","46","051","Grant County, SD","2019",4443,4293,150,3.4,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2387","Gregory County South Dakota","South Dakota","Gregory County","0500000US46053",1.771,NA,"46053","46","053","South Dakota",232,1490,47369597,611,31783,101,101,"CN4605300000000","46","053","Gregory County, SD","2019",2048,1977,71,3.5,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2388","Hamlin County South Dakota","South Dakota","Hamlin County","0500000US46057",1.751,NA,"46057","46","057","South Dakota",240,2009,80277437,769,39962,101,101,"CN4605700000000","46","057","Hamlin County, SD","2019",3319,3210,109,3.3,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
"2389","Hanson County South Dakota","South Dakota","Hanson County","0500000US46061",1.778,NA,"46061","46","061","South Dakota",98,626,23713782,728,37856,101,101,"CN4606100000000","46","061","Hanson County, SD","2019",1745,1663,82,4.7,4,1.83,5.83,"0400000US46",4856,47.4,2621,96.8,115.3,40.8,2111,136,72.8,19.7,1332,42.1,895,23.7
